ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO
818041,1,15.04.2024,11.03.2024,177000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
811862,1,15.02.2024,29.12.2023,47000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
817535,1,15.04.2024,01.03.2024,4000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
811887,1,15.02.2024,29.12.2023,9500,0,,,,,,17.02.2024,15.02.2024,1,5,2024
811674,1,15.02.2024,03.01.2024,63000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
815727,1,16.03.2024,19.02.2024,320,0,,,,,,23.03.2024,16.03.2024,1,5,2024
808924,1,15.01.2024,04.12.2023,122,1,4,,,,,15.01.2024,15.01.2024,1,5,2024
822845,1,17.06.2024,28.02.2024,6000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
808744,1,15.01.2024,05.12.2023,25000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
810834,1,07.02.2024,13.01.2024,124464.4,1,4,,,Apartma v 4. gradbeni fazi,,07.02.2024,07.02.2024,1,5,2024
821488,2,29.05.2024,07.05.2024,98210,1,4,,,,,05.06.2024,29.05.2024,1,5,2024
823141,1,17.06.2024,10.05.2024,270000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
808593,1,15.01.2024,08.11.2023,300,0,,,,,,19.01.2024,15.01.2024,1,5,2024
818343,1,15.04.2024,19.03.2024,40000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
821112,1,16.05.2024,08.04.2024,131000,0,,,,,,23.05.2024,16.05.2024,1,5,2024
822064,1,17.06.2024,16.04.2024,35,0,,,,,,24.06.2024,17.06.2024,1,5,2024
822403,1,17.06.2024,23.04.2024,180000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
811597,1,15.02.2024,22.12.2023,12545,0,,,,,,17.02.2024,15.02.2024,1,5,2024
821454,1,28.05.2024,17.03.2022,220744.34,1,3,,,,,04.06.2024,28.05.2024,1,5,2024
815380,1,15.03.2024,06.02.2024,85000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
823336,1,17.06.2024,09.05.2024,195000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
814659,1,15.03.2024,30.01.2024,105000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
810472,1,24.01.2024,18.12.2023,152000,0,,,,,,17.02.2024,24.01.2024,1,5,2024
811219,1,15.02.2024,22.08.2016,12998.33,0,,,,,,17.02.2024,15.02.2024,1,5,2024
819087,1,06.05.2024,30.04.2024,1451296.6,1,4,,,,,13.05.2024,06.05.2024,1,5,2024
819992,1,15.05.2024,27.03.2024,55000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
820878,1,16.05.2024,15.04.2024,2760,0,,,,,,23.05.2024,16.05.2024,1,5,2024
822905,1,17.06.2024,08.05.2024,1520,0,,,,,,24.06.2024,17.06.2024,1,5,2024
809087,1,16.01.2024,10.11.2023,50000,0,,,,,,19.01.2024,16.01.2024,1,5,2024
809848,3,18.01.2024,06.12.2023,212000,0,,,,,,19.01.2024,18.01.2024,1,5,2024
817873,1,15.04.2024,01.03.2024,15000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
817759,1,15.04.2024,26.02.2024,44117.64,0,,,,,,22.04.2024,15.04.2024,1,5,2024
815114,1,15.03.2024,04.02.2024,21000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
808915,1,15.01.2024,21.12.2023,5619.32,1,4,,,,,15.01.2024,15.01.2024,1,5,2024
809915,2,18.01.2024,13.05.2021,8326.5,1,4,,,,,18.01.2024,18.01.2024,1,5,2024
811092,1,15.02.2024,21.11.2023,111690.22,0,,,,,,17.02.2024,15.02.2024,1,5,2024
818701,1,16.04.2024,28.03.2024,9000,0,,,,,,23.04.2024,16.04.2024,1,5,2024
822065,1,17.06.2024,16.04.2024,124000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
817818,1,15.04.2024,29.01.2024,35000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
810464,1,24.01.2024,14.12.2023,60000,0,,,,,,17.02.2024,24.01.2024,1,5,2024
824258,2,02.07.2024,15.05.2024,1468.88,1,4,,,,,09.07.2024,02.07.2024,1,5,2024
812794,1,16.02.2024,25.01.2024,150000,0,,,,,,17.02.2024,16.02.2024,1,5,2024
817701,1,15.04.2024,05.01.2024,1882.8,0,,,,,,22.04.2024,15.04.2024,1,5,2024
811933,1,15.02.2024,03.01.2024,1908,0,,,,,,17.02.2024,15.02.2024,1,5,2024
815236,1,15.03.2024,07.02.2024,60000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
808828,1,15.01.2024,25.05.2023,1274,0,,,,,,19.01.2024,15.01.2024,1,5,2024
811418,1,15.02.2024,06.12.2023,4500,0,,,,,,17.02.2024,15.02.2024,1,5,2024
811079,1,15.02.2024,30.11.2023,2980,0,,,,,,17.02.2024,15.02.2024,1,5,2024
815197,3,15.03.2024,24.01.2024,3000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
808847,1,15.01.2024,09.10.2023,21456,0,,,,,,19.01.2024,15.01.2024,1,5,2024
823835,1,18.06.2024,24.05.2024,952,0,,,,,,25.06.2024,18.06.2024,1,5,2024
817237,1,15.04.2024,28.02.2024,20000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
818136,1,15.04.2024,06.03.2024,15000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
817283,1,15.04.2024,05.02.2024,120000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
808640,1,15.01.2024,04.12.2023,69000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
809452,1,17.01.2024,24.11.2023,200000,0,,,,,,19.01.2024,17.01.2024,1,5,2024
812119,1,15.02.2024,11.01.2024,13000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
810376,1,24.01.2024,29.11.2023,480,0,,,,,,17.02.2024,24.01.2024,1,5,2024
816127,1,18.03.2024,30.01.2024,102000,0,,,,,,25.03.2024,18.03.2024,1,5,2024
809279,1,17.01.2024,15.12.2023,71000,0,,,,,,19.01.2024,17.01.2024,1,5,2024
823800,1,18.06.2024,15.05.2024,32500,0,,,,,,25.06.2024,18.06.2024,1,5,2024
816020,1,18.03.2024,12.02.2024,7000,0,,,,,,25.03.2024,18.03.2024,1,5,2024
809138,1,16.01.2024,21.11.2023,7370,0,,,,,,19.01.2024,16.01.2024,1,5,2024
808717,1,15.01.2024,05.12.2023,195000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
817889,1,15.04.2024,11.03.2024,7596,0,,,,,,22.04.2024,15.04.2024,1,5,2024
815593,1,15.03.2024,10.02.2024,67680,0,,,,,,22.03.2024,15.03.2024,1,5,2024
816081,1,18.03.2024,13.03.2024,704287.14,1,3,,,,,25.03.2024,18.03.2024,1,5,2024
818089,1,15.04.2024,12.03.2024,22000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
808813,1,15.01.2024,30.11.2023,27067.01,0,,,,Na parcelah je zgrajen nov objekt do III. gradbene faze brez gradbenega dovoljenja v površini 178 m2,,19.01.2024,15.01.2024,1,5,2024
824032,1,26.06.2024,06.01.2020,73017,1,4,,,,,03.07.2024,26.06.2024,1,5,2024
818064,1,15.04.2024,12.03.2024,2120,0,,,,,,22.04.2024,15.04.2024,1,5,2024
819747,1,15.05.2024,27.03.2024,195000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
821103,1,16.05.2024,18.04.2024,45000,0,,,,,,23.05.2024,16.05.2024,1,5,2024
823441,1,17.06.2024,24.04.2024,43000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
823305,1,17.06.2024,16.05.2024,15000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
817721,1,15.04.2024,28.02.2024,2150,0,,,,,,22.04.2024,15.04.2024,1,5,2024
811908,1,15.02.2024,28.12.2023,5000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
811725,1,15.02.2024,04.12.2023,210000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
817410,1,15.04.2024,26.02.2024,50000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
814738,1,15.03.2024,01.02.2024,140000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
812301,1,15.02.2024,23.11.2023,15000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
816340,1,19.03.2024,25.01.2024,2500,0,,,,,,26.03.2024,19.03.2024,1,5,2024
808855,1,15.01.2024,04.12.2023,356760,0,,,,,,19.01.2024,15.01.2024,1,5,2024
823635,1,18.06.2024,30.04.2024,125000,0,,,,,,25.06.2024,18.06.2024,1,5,2024
809349,1,17.01.2024,26.10.2023,80000,0,,,,,,19.01.2024,17.01.2024,1,5,2024
810091,1,18.01.2024,12.12.2023,280000,0,,,,,,19.01.2024,18.01.2024,1,5,2024
820140,1,15.05.2024,28.03.2024,200000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
814390,1,15.03.2024,26.01.2024,69282,0,,,,,,22.03.2024,15.03.2024,1,5,2024
814407,1,15.03.2024,25.01.2024,139000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
822370,1,17.06.2024,25.04.2024,124600,0,,,,,,24.06.2024,17.06.2024,1,5,2024
815709,1,15.03.2024,28.12.2023,2100,0,,,,,,22.03.2024,15.03.2024,1,5,2024
811166,1,15.02.2024,14.12.2023,78560,0,,,,,,17.02.2024,15.02.2024,1,5,2024
812484,1,15.02.2024,27.12.2023,41601,0,,,,,,17.02.2024,15.02.2024,1,5,2024
822497,1,17.06.2024,06.05.2024,10000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
815213,1,15.03.2024,23.01.2024,18600,0,,,,,,22.03.2024,15.03.2024,1,5,2024
816463,1,26.03.2024,15.03.2024,1999999.79,1,4,,,,,02.04.2024,26.03.2024,1,5,2024
820204,1,15.05.2024,26.03.2024,1385,0,,,,,,22.05.2024,15.05.2024,1,5,2024
823661,1,18.06.2024,23.05.2024,54480,0,,,,,,25.06.2024,18.06.2024,1,5,2024
818108,1,15.04.2024,19.12.2023,30000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
817484,1,15.04.2024,01.03.2024,360000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
811309,1,15.02.2024,23.11.2023,15000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
814583,1,15.03.2024,19.01.2024,15000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
808658,1,15.01.2024,04.12.2023,360000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
819495,1,15.05.2024,11.03.2024,270621.05,0,,,,,,22.05.2024,15.05.2024,1,5,2024
822155,1,17.06.2024,18.04.2024,105000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
815215,1,15.03.2024,07.02.2024,115000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
820237,1,15.05.2024,03.04.2024,133000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
822071,1,17.06.2024,11.04.2024,27216.76,0,,,,,,24.06.2024,17.06.2024,1,5,2024
817573,1,15.04.2024,06.03.2024,100000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
816147,1,02.04.2024,01.02.2024,143000,0,,,,,,09.04.2024,02.04.2024,1,5,2024
818526,1,16.04.2024,20.03.2024,60000,0,,,,,,23.04.2024,16.04.2024,1,5,2024
817194,1,15.04.2024,26.02.2024,7000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
814026,1,11.03.2024,06.12.2023,186953.73,1,3,,,,,18.03.2024,11.03.2024,1,5,2024
820223,1,15.05.2024,03.04.2024,1680,0,,,,,,22.05.2024,15.05.2024,1,5,2024
808723,1,15.01.2024,30.11.2023,110000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
810784,1,06.02.2024,01.12.2023,22936,1,4,,,Obrnjena davčna stopnja 76a člen ZDDV-1.,,06.02.2024,06.02.2024,1,5,2024
823611,1,18.06.2024,24.04.2024,5500,0,,,,,,25.06.2024,18.06.2024,1,5,2024
811626,1,15.02.2024,22.12.2023,13370,0,,,,,,17.02.2024,15.02.2024,1,5,2024
819573,3,15.05.2024,15.03.2024,11000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
812675,1,15.02.2024,24.01.2024,177000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
815920,1,18.03.2024,19.02.2024,3648,0,,,,,,25.03.2024,18.03.2024,1,5,2024
815031,1,15.03.2024,02.02.2024,33000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
820039,1,15.05.2024,10.04.2024,14762,1,4,,,,,22.05.2024,15.05.2024,1,5,2024
821053,1,16.05.2024,15.04.2024,8500,0,,,,,,23.05.2024,16.05.2024,1,5,2024
813078,1,21.02.2024,07.02.2024,50861.8,1,4,,,,,21.02.2024,21.02.2024,1,5,2024
819936,1,15.05.2024,22.03.2024,10000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
817724,1,15.04.2024,04.03.2024,2732.8,1,4,,,,,22.04.2024,15.04.2024,1,5,2024
815702,1,15.03.2024,09.02.2024,5500,0,,,,,,22.03.2024,15.03.2024,1,5,2024
821431,1,27.05.2024,05.01.2024,4184.6,1,4,,,,,03.06.2024,27.05.2024,1,5,2024
812094,1,15.02.2024,10.01.2024,200000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
812555,1,15.02.2024,04.12.2023,210,0,,,,,,17.02.2024,15.02.2024,1,5,2024
820084,1,15.05.2024,02.04.2024,13000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
815707,1,15.03.2024,15.02.2024,4000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
814761,1,15.03.2024,31.01.2024,1820,0,,,,,,22.03.2024,15.03.2024,1,5,2024
812483,1,15.02.2024,08.01.2024,50000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
817102,1,15.04.2024,23.02.2024,1000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
822689,1,17.06.2024,04.04.2024,25000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
820206,1,15.05.2024,29.03.2024,110000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
822872,1,17.06.2024,10.05.2024,100000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
814400,1,15.03.2024,23.01.2024,88200,0,,,,,,22.03.2024,15.03.2024,1,5,2024
814603,1,15.03.2024,31.01.2024,127000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
808690,1,15.01.2024,13.10.2023,23000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
822505,1,17.06.2024,30.04.2024,400,0,,,,,,24.06.2024,17.06.2024,1,5,2024
814454,2,15.03.2024,03.01.2024,50000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
809913,1,18.01.2024,14.12.2023,210000,0,,,,,,19.01.2024,18.01.2024,1,5,2024
820752,1,16.05.2024,04.04.2024,3050,0,,,,,,23.05.2024,16.05.2024,1,5,2024
815391,1,15.03.2024,02.02.2024,150000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
815218,1,15.03.2024,23.01.2024,65000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
814855,1,15.03.2024,16.01.2024,1600,0,,,,,,22.03.2024,15.03.2024,1,5,2024
816151,1,02.04.2024,31.01.2024,157000,0,,,,,,09.04.2024,02.04.2024,1,5,2024
820686,1,16.05.2024,09.04.2024,258000,0,,,,,,23.05.2024,16.05.2024,1,5,2024
812069,1,15.02.2024,04.01.2024,4160,0,,,,,,17.02.2024,15.02.2024,1,5,2024
815991,1,18.03.2024,13.02.2024,230000,0,,,,,,25.03.2024,18.03.2024,1,5,2024
809769,1,18.01.2024,06.12.2023,66300,0,,,,,,19.01.2024,18.01.2024,1,5,2024
809960,1,18.01.2024,14.12.2023,56000,0,,,,,,19.01.2024,18.01.2024,1,5,2024
823750,1,18.06.2024,23.05.2024,20415.2,0,,,,,,25.06.2024,18.06.2024,1,5,2024
819793,1,15.05.2024,08.03.2024,6206,0,,,,,,22.05.2024,15.05.2024,1,5,2024
819472,1,15.05.2024,19.03.2024,90000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
818478,1,16.04.2024,21.03.2024,88950.7,0,,,,,,23.04.2024,16.04.2024,1,5,2024
820647,2,16.05.2024,21.03.2024,1140,0,,,,,,23.05.2024,16.05.2024,1,5,2024
823306,1,17.06.2024,12.04.2024,220000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
811921,1,15.02.2024,22.12.2023,500,0,,,,,,17.02.2024,15.02.2024,1,5,2024
818669,1,16.04.2024,25.03.2024,800000,0,,,,,,23.04.2024,16.04.2024,1,5,2024
821610,1,03.06.2024,06.09.2023,192416,1,3,,,,,10.06.2024,04.06.2024,1,5,2024
812378,1,15.02.2024,16.01.2024,162500,0,,,,,,17.02.2024,15.02.2024,1,5,2024
824211,1,01.07.2024,10.05.2021,238778.44,1,3,,,,,08.07.2024,01.07.2024,1,5,2024
812823,1,16.02.2024,30.01.2024,290000,0,,,,,,17.02.2024,16.02.2024,1,5,2024
823477,1,18.06.2024,14.05.2024,35232,0,,,,,,25.06.2024,18.06.2024,1,5,2024
812177,1,15.02.2024,11.01.2024,78156,0,,,,,,17.02.2024,15.02.2024,1,5,2024
809658,1,17.01.2024,06.12.2023,203000,0,,,,,,19.01.2024,17.01.2024,1,5,2024
812268,1,15.02.2024,11.01.2024,782,0,,,,,,17.02.2024,15.02.2024,1,5,2024
818529,1,16.04.2024,14.03.2024,92000,0,,,,,,23.04.2024,16.04.2024,1,5,2024
821379,1,24.05.2024,18.04.2024,1647000,1,4,,,,,31.05.2024,24.05.2024,1,5,2024
820966,1,16.05.2024,16.04.2024,310000,0,,,,,,23.05.2024,16.05.2024,1,5,2024
815482,1,15.03.2024,12.02.2024,184000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
820600,1,15.05.2024,02.04.2024,146500,0,,,,,,22.05.2024,15.05.2024,1,5,2024
819760,1,15.05.2024,17.03.2024,250,0,,,,,,22.05.2024,15.05.2024,1,5,2024
813906,1,06.03.2024,11.11.2022,190143.07,1,3,,,,,13.03.2024,06.03.2024,1,5,2024
821129,1,16.05.2024,17.04.2024,96000,0,,,,,,23.05.2024,16.05.2024,1,5,2024
809514,1,17.01.2024,24.10.2023,10000,0,,,,,,19.01.2024,17.01.2024,1,5,2024
817825,1,15.04.2024,08.03.2024,41000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
810476,1,24.01.2024,18.12.2023,50,0,,,,,,17.02.2024,24.01.2024,1,5,2024
821188,3,16.05.2024,19.04.2024,8398.9,0,,,,,,23.05.2024,16.05.2024,1,5,2024
820695,1,16.05.2024,17.11.2023,70000,0,,,,,,23.05.2024,16.05.2024,1,5,2024
822431,1,17.06.2024,23.04.2024,156550,0,,,,,,24.06.2024,17.06.2024,1,5,2024
817347,1,15.04.2024,31.01.2024,36000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
822165,1,17.06.2024,22.04.2024,128000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
819683,1,15.05.2024,25.03.2024,7500,0,,,,,,22.05.2024,15.05.2024,1,5,2024
815175,1,15.03.2024,08.01.2024,1080462,0,,,,,,22.03.2024,15.03.2024,1,5,2024
815214,1,15.03.2024,23.01.2024,19800,0,,,,,,22.03.2024,15.03.2024,1,5,2024
809274,3,17.01.2024,15.12.2023,236401.82,0,,,,,,19.01.2024,17.01.2024,1,5,2024
811688,1,15.02.2024,03.01.2024,4000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
823228,1,17.06.2024,26.04.2024,20793.6,0,,,,,,24.06.2024,17.06.2024,1,5,2024
808767,1,15.01.2024,05.12.2023,122000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
815387,2,15.03.2024,05.02.2024,16000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
808621,1,15.01.2024,20.10.2023,148000,0,,,,,,19.01.2024,15.01.2024,1,5,2024
823136,1,17.06.2024,07.05.2024,73737.39,0,,,,,,24.06.2024,17.06.2024,1,5,2024
817427,1,15.04.2024,29.02.2024,80000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
811403,1,15.02.2024,21.12.2023,79000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
808585,1,15.01.2024,06.11.2023,4867.01,0,,,,,,19.01.2024,15.01.2024,1,5,2024
824026,1,26.06.2024,07.01.2021,212506.65,1,3,,,,,03.07.2024,26.06.2024,1,5,2024
820650,2,16.05.2024,21.03.2024,1800,0,,,,,,23.05.2024,16.05.2024,1,5,2024
823176,1,17.06.2024,13.05.2024,11000,0,,,,,,24.06.2024,17.06.2024,1,5,2024
811576,1,15.02.2024,12.12.2023,1500,0,,,,,,17.02.2024,15.02.2024,1,5,2024
814254,1,15.03.2024,22.12.2023,32207.36,0,,,,,,22.03.2024,15.03.2024,1,5,2024
815660,1,15.03.2024,13.02.2024,285000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
816705,1,05.04.2024,07.07.2021,261696.79,1,3,,,Stanovanju pripada parkirno mesto v garaži,,12.04.2024,05.04.2024,1,5,2024
809810,1,18.01.2024,06.12.2023,171000,0,,,,,,19.01.2024,18.01.2024,1,5,2024
810095,1,18.01.2024,14.12.2023,42822,0,,,,,,19.01.2024,18.01.2024,1,5,2024
812118,1,15.02.2024,10.01.2024,8800,0,,,,,,17.02.2024,15.02.2024,1,5,2024
812485,2,15.02.2024,18.01.2024,62550,0,,,,,,17.02.2024,15.02.2024,1,5,2024
819329,1,15.05.2024,21.11.2023,6000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
824226,2,01.07.2024,24.12.2021,1002.84,1,4,,,,,08.07.2024,01.07.2024,1,5,2024
817081,1,15.04.2024,19.02.2024,170000,0,,,,,,22.04.2024,15.04.2024,1,5,2024
818505,1,16.04.2024,20.03.2024,14500,0,,,,,,23.04.2024,16.04.2024,1,5,2024
820324,1,15.05.2024,08.04.2024,3000,0,,,,,,22.05.2024,15.05.2024,1,5,2024
817286,1,15.04.2024,12.02.2024,26900,0,,,,,,22.04.2024,15.04.2024,1,5,2024
811710,1,15.02.2024,19.12.2023,17000,0,,,,,,17.02.2024,15.02.2024,1,5,2024
815807,1,16.03.2024,12.02.2024,13000,0,,,,,,23.03.2024,16.03.2024,1,5,2024
821001,1,16.05.2024,17.04.2024,227000,0,,,,,,23.05.2024,16.05.2024,1,5,2024
815234,2,15.03.2024,07.02.2024,300000,0,,,,,,22.03.2024,15.03.2024,1,5,2024
815679,1,15.03.2024,02.02.2024,4825,0,,,,,,22.03.2024,15.03.2024,1,5,2024
