ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO
392665,532,LENART V SLOVENSKIH GORICAH,LENART,300/13,5,,,252/10000,,27,,,563409.06,160032.76,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/39,5,,,84/10000,,12,,,563350.34,160141.66,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/37,5,,,84/10000,,983,,,563412.39,160068.37,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,300/17,5,,,84/10000,,7,,,563423.22,160016.74,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/33,5,,,84/10000,,112,,,563338.11,160129.93,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/34,5,,,84/10000,,985,,,563377.2,160058.42,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/35,5,,,42/10000,,778,,,563347.86,160083.2,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/36,5,,,32/10000,,205,,,563434.33,160019.78,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/38,5,,,32/10000,,768,,,563403.07,160094.05,2024
671135,2319,BUKOVICA,RENČE-VOGRSKO,528/7,5,,,1/1,,574,,,397172.64,85772.35,2024
671135,2319,BUKOVICA,RENČE-VOGRSKO,528/19,5,,,1/1,,139,,,397137.13,85659.71,2024
671676,2302,KROMBERK,NOVA GORICA,1132/2,5,,,1/1,,2338,,,396581.14,91559.74,2024
671676,2302,KROMBERK,NOVA GORICA,1130/6,5,,,1/1,,151,,,396512.67,91558.38,2024
671676,2302,KROMBERK,NOVA GORICA,1132/1,5,,,1/1,,1518,,,396614.19,91520.21,2024
671676,2304,NOVA GORICA,NOVA GORICA,1970/1,5,,,1/1,,53,,,396514.81,91553.73,2024
671676,2304,NOVA GORICA,NOVA GORICA,1970/3,5,,,1/1,,172,,,396544.34,91537.02,2024
671676,2304,NOVA GORICA,NOVA GORICA,1970/4,5,,,1/1,,12,,,396614.31,91517.22,2024
671676,2304,NOVA GORICA,NOVA GORICA,853/1,5,,,1/1,,31,,,396504.54,91559.17,2024
671676,2304,NOVA GORICA,NOVA GORICA,853/3,5,,,1/1,,152,,,396567.19,91528.66,2024
671676,2304,NOVA GORICA,NOVA GORICA,854/247,5,,,1/1,,19,,,396499.85,91560.19,2024
750201,642,PERNICA,PESNICA,109/13,5,,,1/1,,1048,,,555013.86,159996.73,2024
756870,2119,,,2031/1,1,,,1090/10000,,112,,,454952.93,122223.35,2024
752967,2631,PORTOROŽ,PIRAN,1060/16,1,,,1/1,,9,397,4,389241.37,43015.3,2024
752967,2631,PORTOROŽ,PIRAN,1060/17,1,,,1/1,,11,485,4,389244.39,43013.27,2024
752967,2631,PORTOROŽ,PIRAN,1066/4,1,,,1/1,,107,4715,4,389264.7,43012.12,2024
750924,389,NOVA VAS PRI PTUJU,PTUJ,117/29,5,,,1/1,,304,,,568641.46,144192.33,2024
810080,2015,GORENJI LOGATEC,LOGATEC,218/2,7,,,1/1,,7199,,,438580.95,85746.15,2024
810083,390,MESTNI VRH,PTUJ,281/6,9,,,1/1,,801,,,565682.08,145961.01,2024
810083,390,MESTNI VRH,PTUJ,281/7,9,,,1/1,,142,,,565720.44,145961.72,2024
810111,1796,CESTA,DOBREPOLJE,1244/9,5,,,1/1,,1312,,,475054.98,79972.26,2024
810122,206,IVANJŠEVCI,GORNJA RADGONA,847/1,9,,,1/1,,11646,,,573771.87,166019.87,2024
810125,388,ROGOZNICA,PTUJ,700/10,3,,,1/1,,395,,,568895.75,143758.41,2024
810125,388,ROGOZNICA,PTUJ,700/27,5,,,1/1,,669,,,568882.32,143734.82,2024
809945,2624,KOŠTABONA,KOPER,2807,5,,,10/24,,40,,,400369.65,37666.73,2024
810025,2605,KOPER,KOPER,456/10,5,,,1/1,,42,,,401150.74,46073.18,2024
809677,1726,ŠENTPETER,LJUBLJANA,183,1,,,1/1,,347,,,462896.82,101973.85,2024
809678,1456,NOVO MESTO,NOVO MESTO,247,3,,,1/1,,494,,,512147.45,75031.48,2024
809694,2425,GORJANSKO,KOMEN,2343/1,7,,,1/1,,541,,,400143.81,74269.05,2024
809694,2425,GORJANSKO,KOMEN,2343/2,7,,,1/1,,48,,,400143.34,74291.96,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/59,6,,,1/1,,12,,,416844.57,52279.36,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/60,6,,,1/1,,12,,,416845.97,52281.43,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/61,6,,,1/1,,12,,,416847.37,52283.5,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/62,6,,,1/1,,12,,,416848.77,52285.57,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/63,6,,,1/1,,12,,,416850.17,52287.64,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/64,6,,,1/1,,12,,,416851.57,52289.71,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/65,6,,,1/1,,12,,,416852.97,52291.77,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/66,6,,,1/1,,12,,,416853.71,52273.22,2024
809701,2560,HRPELJE,HRPELJE-KOZINA,2969/67,6,,,1/1,,12,,,416855.12,52275.29,2024
809706,988,SPODNJE GORČE,BRASLOVČE,*239,5,,,1/2,,83,,,504752.62,127053.88,2024
809706,988,SPODNJE GORČE,BRASLOVČE,538/60,5,,,1/2,,917,,,504757.33,127045.39,2024
809708,181,APAČE,APAČE,469/1,4,,,1/1,,2814,,,569048.07,173676.92,2024
809708,181,APAČE,APAČE,469/72,4,,,1/1,,231,,,569128,173594.85,2024
809708,181,APAČE,APAČE,469/56,4,,,1/1,,2957,,,569111.34,173559.36,2024
809715,1077,CELJE,CELJE,645/13,5,,,1/1,,5,,,520004.9,121639.33,2024
809715,1077,CELJE,CELJE,645/15,5,,,1/1,,50,,,520021.12,121599.03,2024
809715,1077,CELJE,CELJE,649/1,5,,,1/1,,461,,,520009.99,121599.99,2024
809715,1077,CELJE,CELJE,650/5,5,,,1/1,,425,,,520001.38,121626.03,2024
809715,1075,OSTROŽNO,CELJE,1139/42,5,,,1/1,,554,,,519971.92,121688.59,2024
809715,1075,OSTROŽNO,CELJE,1139/6,5,,,1/1,,233,,,519983.28,121671.46,2024
809715,1075,OSTROŽNO,CELJE,1139/71,5,,,1/1,,5,,,519957.74,121694.81,2024
809715,1075,OSTROŽNO,CELJE,1144/67,5,,,1/1,,42,,,519978.96,121701.33,2024
809715,1075,OSTROŽNO,CELJE,1144/69,5,,,1/1,,25,,,520001.66,121647.91,2024
809715,1075,OSTROŽNO,CELJE,1398/1,5,,,1/1,,297,,,519989.56,121654.16,2024
809715,1075,OSTROŽNO,CELJE,617,5,,,1/1,,49,,,519997.35,121642.4,2024
809715,1075,OSTROŽNO,CELJE,619/13,5,,,1/1,,23,,,519967.64,121701.02,2024
809719,751,ČREŠNJEVEC,SLOVENSKA BISTRICA,686/340,5,,,1/1,,701,,,548978.15,138638.36,2024
809729,450,MAJSKI VRH,VIDEM,*4/2,5,,,1/1,,50,,,567341.98,135426.64,2024
809729,450,MAJSKI VRH,VIDEM,*5/2,5,,,1/1,,215,,,567334.57,135410.68,2024
809729,450,MAJSKI VRH,VIDEM,43/2,5,,,1/1,,591,,,567339.3,135439.78,2024
809732,1976,PRESKA,MEDVODE,590,5,,,1/1,,339,,,453684.3,110849.94,2024
809732,1976,PRESKA,MEDVODE,591/3,5,,,1/1,,786,,,453687.09,110833.47,2024
809732,1976,PRESKA,MEDVODE,591/4,5,,,1/1,,8,,,453669.63,110844.64,2024
809733,387,KICAR,PTUJ,779/1,1,,,1/1,,1125,,,569708.47,145409.78,2024
815802,1735,STOŽICE,LJUBLJANA,2263/5,2,,,1/1,,71,,,464011.2,104928.6,2024
815810,1738,DRAVLJE,LJUBLJANA,1424/155,3,,,1/1,,155,,,458909.81,104198.36,2024
815820,1452,HMELJČIČ,MIRNA PEČ,962/13,3,,,1/1,,1051,,,506771.42,81234.3,2024
815820,1452,HMELJČIČ,MIRNA PEČ,963/3,3,,,1/1,,2550,,,506782.71,81278.04,2024
815820,1452,HMELJČIČ,MIRNA PEČ,964/56,3,,,1/1,,5358,,,506809.26,81342.31,2024
815820,1452,HMELJČIČ,MIRNA PEČ,964/57,3,,,1/1,,725,,,506811.64,81396.5,2024
815830,1076,MEDLOG,CELJE,561/3,5,,,1/1,,661,,,517913.89,123793.17,2024
815838,1756,ČRNUČE,LJUBLJANA,323/17,1,,,1/1,,218,,,462995.19,107741.19,2024
815838,1756,ČRNUČE,LJUBLJANA,323/26,5,,,1/1,,69,,,463007.26,107727.7,2024
815838,1756,ČRNUČE,LJUBLJANA,323/31,6,,,1/6,,328,,,463016.12,107732.38,2024
815844,400,PTUJ,PTUJ,2559/21,7,,,84/545,,1090,,,567118.68,141774.34,2024
815844,400,PTUJ,PTUJ,2559/44,7,,,1/1,,277,,,567073.34,141593.35,2024
815844,400,PTUJ,PTUJ,2559/46,7,,,1/1,,12009,,,567136.45,141657.45,2024
815854,2289,CEROVO,BRDA,596,2,,,1/1,,166,,,389086.63,94575.43,2024
815869,2168,PODKOREN,KRANJSKA GORA,759/80,9,,,1/1,,196,,,404714.01,151602.33,2024
815870,1259,PAVLOVA VAS,BREŽICE,622/2,9,,,4/8,,620,,,548286.11,95949.21,2024
815878,607,JELENČE,PESNICA,197/6,3,,,1/4,,416,,,551535.48,165814.48,2024
815901,1451,MIRNA PEČ,MIRNA PEČ,604/24,5,,,1/1,,676,,,506236.17,80109.16,2024
815712,2496,STARA SUŠICA,PIVKA,3521/2,5,,,1/1,,677,,,433136.3,59555.83,2024
815714,1494,JURKA VAS,STRAŽA,1498/2,5,,,1/1,,990,,,507731.24,71229.79,2024
815718,2088,GORIČE,KRANJ,40/2,5,,,1/1,,60,,,449592.3,131163.75,2024
815718,2088,GORIČE,KRANJ,39/4,5,,,1/1,,78,,,449596.33,131168.29,2024
815736,2256,IDRIJA PRI BAČI,TOLMIN,468/1,3,,,1/1,,4212,,,406614.17,111010.52,2024
815736,2256,IDRIJA PRI BAČI,TOLMIN,468/2,3,,,1/1,,1752,,,406591.54,111033.73,2024
815736,2256,IDRIJA PRI BAČI,TOLMIN,480/1,3,,,1/1,,1449,,,406482.9,111125.07,2024
815736,2256,IDRIJA PRI BAČI,TOLMIN,480/2,3,,,1/1,,583,,,406514.43,111130.99,2024
815736,2256,IDRIJA PRI BAČI,TOLMIN,492/3,3,,,1/1,,108,,,406753.31,111091.54,2024
815746,979,PONIKVA,ŽALEC,*193,7,,,7/16,,22,,,509980.19,128006.85,2024
815746,979,PONIKVA,ŽALEC,1105,7,,,7/16,,1187,,,509963.76,128098.54,2024
815746,979,PONIKVA,ŽALEC,1104,7,,,7/16,,197,,,509979.09,128013.26,2024
815752,461,GRADIŠČA,CIRKULANE,640/6,3,,,1/1,,1292,,,573912.37,135746.15,2024
815753,400,PTUJ,PTUJ,347,5,,,1/1,,595,,,567870.66,143689.14,2024
815797,1890,ČRNA,KAMNIK,165/3,5,,,1/1,,682,,,476542.31,124584.34,2024
815797,1890,ČRNA,KAMNIK,164/1,5,,,1/1,,1969,,,476523.14,124590.31,2024
815773,1422,TREBNJE,TREBNJE,506/29,6,,,1/1,,795,,,501588.1,85677.62,2024
815773,1421,MEDVEDJE SELO,TREBNJE,623/3,3,,,1/1,,27,,,501611.62,85688.5,2024
815778,2331,VOJŠČICA,MIREN-KOSTANJEVICA,845,7,,,1/1,,1392,,,396150.84,77624.42,2024
815816,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1689/1248,7,,,1/1,,4375,,,459730.78,95782.13,2024
815816,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1689/1250,7,,,1/1,,176,,,459687.17,95831.46,2024
815816,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1689/1249,3,,,1/1,,717,,,459703.31,95821.83,2024
815827,1214,RAJNKOVEC,ROGAŠKA SLATINA,161/14,7,,,1/1,,231,,,548961,119342.43,2024
815827,1214,RAJNKOVEC,ROGAŠKA SLATINA,161/21,7,,,1/1,,22065,,,548846.48,119134.02,2024
815827,1214,RAJNKOVEC,ROGAŠKA SLATINA,100/7,7,,,1/1,,558,,,548941.12,119327.26,2024
815827,1214,RAJNKOVEC,ROGAŠKA SLATINA,100/6,7,,,1/1,,14645,,,549056.8,119273.45,2024
815827,1214,RAJNKOVEC,ROGAŠKA SLATINA,161/17,7,,,1/1,,21709,,,548851.33,119275.67,2024
815862,2335,DORNBERK,NOVA GORICA,860,9,,,1/1,,4196,,,402956.78,84113.1,2024
809742,1549,TANČA GORA,ČRNOMELJ,3252/3,7,,,1/1,,210,,,511707.08,44002.34,2024
809750,1790,SLIVNICA,GROSUPLJE,1659/6,3,,,1/1,,53,,,475538.33,88011.44,2024
809750,1790,SLIVNICA,GROSUPLJE,1648/3,3,,,1/1,,203,,,475512.01,87999.99,2024
809750,1790,SLIVNICA,GROSUPLJE,1648/1,3,,,1/1,,90,,,475524.55,87980.2,2024
809750,1790,SLIVNICA,GROSUPLJE,1648/7,3,,,1/1,,115,,,475535.96,88001.12,2024
809750,1790,SLIVNICA,GROSUPLJE,1648/2,3,,,1/1,,420,,,475522.62,87993.11,2024
809752,2169,KRANJSKA GORA,KRANJSKA GORA,808/11,9,,,1/4,,27590,,,407285.23,149430.89,2024
809753,1327,POVRŠJE,KRŠKO,298/1,5,,,1/1,,379,,,527154.94,88140.53,2024
809753,1327,POVRŠJE,KRŠKO,296,7,,,1/1,,467,,,527192.49,88108.14,2024
809753,1327,POVRŠJE,KRŠKO,299,7,,,1/1,,1531,,,527197.27,88086.78,2024
809776,2004,BOROVNICA,VRHNIKA,2918/2,7,,,1/1,,1730,,,450086.56,84138.65,2024
809776,2004,BOROVNICA,VRHNIKA,2918/5,5,,,1/1,,357,,,450056.51,84140.08,2024
809776,2004,BOROVNICA,VRHNIKA,2918/4,7,,,1/1,,4599,,,450131.37,84113.44,2024
809777,1757,NADGORICA,LJUBLJANA,751/8,5,,,1/1,,548,,,464883,107093.07,2024
809777,1757,NADGORICA,LJUBLJANA,751/5,5,,,1/1,,169,,,464880.11,107125.15,2024
809785,1493,VELIKI PODLJUBEN,NOVO MESTO,7/8,1,,,1/1,,2228,,,509237.85,67643.62,2024
809786,1799,VIDEM DOBREPOLJE,DOBREPOLJE,443/12,3,,,1/1,,112,,,476242.02,78585.27,2024
809786,1800,PODGORA,DOBREPOLJE,1589/81,3,,,1/1,,152,,,476226.04,78525.73,2024
809786,1797,ZDENSKA VAS,DOBREPOLJE,1735/9,3,,,1/1,,3457,,,481422.7,81647.36,2024
809786,1800,PODGORA,DOBREPOLJE,1589/82,3,,,1/1,,102,,,476243.23,78547.11,2024
809786,1800,PODGORA,DOBREPOLJE,1589/84,3,,,1/1,,132,,,476266.59,78577.09,2024
809786,1799,VIDEM DOBREPOLJE,DOBREPOLJE,1056/35,3,,,1/1,,61,,,476274.24,78604.8,2024
809786,1799,VIDEM DOBREPOLJE,DOBREPOLJE,1056/10,3,,,1/1,,26,,,476269.99,78597.5,2024
809786,1799,VIDEM DOBREPOLJE,DOBREPOLJE,442/6,3,,,1/1,,84,,,476277.6,78603.79,2024
809786,1799,VIDEM DOBREPOLJE,DOBREPOLJE,443/16,3,,,1/1,,507,,,476261.12,78595.01,2024
809786,1800,PODGORA,DOBREPOLJE,1589/83,3,,,1/1,,229,,,476254.37,78562.37,2024
809786,1799,VIDEM DOBREPOLJE,DOBREPOLJE,442/4,3,,,1/1,,105,,,476273.73,78589.92,2024
809788,995,ŠEMPETER V SAVINJSKI DOLINI,ŽALEC,406/45,5,,,1/2,,55,,,509294.71,124059.12,2024
809788,995,ŠEMPETER V SAVINJSKI DOLINI,ŽALEC,406/54,5,,,1/2,,136,,,509284.75,124064.01,2024
809788,995,ŠEMPETER V SAVINJSKI DOLINI,ŽALEC,406/43,5,,,1/2,,212,,,509284.18,124071,2024
809788,995,ŠEMPETER V SAVINJSKI DOLINI,ŽALEC,406/44,5,,,1/2,,344,,,509306.66,124067.3,2024
809788,995,ŠEMPETER V SAVINJSKI DOLINI,ŽALEC,406/2,5,,,1/2,,386,,,509268.99,124074.55,2024
809817,338,SREDIŠČE,SREDIŠČE OB DRAVI,1877,7,,,1/1,,3352,,,597613.59,139978.21,2024
809817,338,SREDIŠČE,SREDIŠČE OB DRAVI,1882,7,,,1/1,,1122,,,597625.48,139869.08,2024
809817,338,SREDIŠČE,SREDIŠČE OB DRAVI,1883,7,,,1/1,,3579,,,597565.51,139894.86,2024
809835,92,MORAVCI,MORAVSKE TOPLICE,239/1,3,,,1/1,,102,,,595558.85,175929.81,2024
809896,1644,IGA VAS,LOŠKA DOLINA,566/3,7,,,1/1,,1524,,,460062.4,60577.01,2024
809896,1644,IGA VAS,LOŠKA DOLINA,566/5,7,,,1/1,,73,,,459981.74,60644.08,2024
809899,347,BIŠEČKI VRH,TRNOVSKA VAS,675/4,5,,,1/1,,131,,,566347.56,154436.94,2024
809899,347,BIŠEČKI VRH,TRNOVSKA VAS,675/5,7,,,1/1,,347,,,566357.94,154428.48,2024
809908,1663,CAJNARJE,CERKNICA,243,7,,,1/1,,4086,,,456302.72,76342.3,2024
809908,1663,CAJNARJE,CERKNICA,244,7,,,1/1,,3284,,,456266.26,76343.11,2024
809930,1735,STOŽICE,LJUBLJANA,1825/26,6,,,1/1,,12,,,463075.33,106554.85,2024
809936,1142,TRATNA,ŠENTJUR,1462/1,7,,,1/1,,1207,,,534565.81,117513.78,2024
815893,1540,DOBLIČE,ČRNOMELJ,979/4,7,,,1/1,,309,,,510423.34,46943.94,2024
815893,1540,DOBLIČE,ČRNOMELJ,971/3,7,,,1/1,,9,,,510393.09,46943.23,2024
815893,1540,DOBLIČE,ČRNOMELJ,978/1,7,,,1/1,,43,,,510397.23,46952.27,2024
815893,1540,DOBLIČE,ČRNOMELJ,971/4,7,,,1/1,,243,,,510405.12,46928.89,2024
815893,1540,DOBLIČE,ČRNOMELJ,978/2,7,,,1/1,,90,,,510405,46951.68,2024
815793,119,SODIŠINCI,TIŠINA,246,7,,,1/1,,7937,,,580476.71,170973.87,2024
815728,374,KUKAVA,JURŠINCI,154/1,5,,,1/1,,781,,,574579.95,148485.66,2024
815728,374,KUKAVA,JURŠINCI,154/3,5,,,1/1,,818,,,574590.59,148471.49,2024
815730,2314,VOGRSKO,RENČE-VOGRSKO,406/3,10,,,1/2,,7569,,,400110.03,88091.28,2024
815734,2288,KOZANA,BRDA,968,5,,,1/1,,145,,,387525.93,95623.22,2024
815737,1283,ČRNC,BREŽICE,833/5,5,,,1/1,,408,,,547334.89,87692.11,2024
815743,714,PREPOLJE,STARŠE,488/1,7,,,1/1,,2297,,,558111.99,146344.41,2024
815754,992,POLZELA,POLZELA,14/8,3,,,1/1,,702,,,507401.36,125142.62,2024
815770,2262,KAL NAD KANALOM,KANAL,2083/5,3,,,1/1,,48,,,401705.29,106275.76,2024
815790,431,STAROŠINCE,KIDRIČEVO,*9,5,,,1/1,,899,,,556152.73,143016.19,2024
815790,431,STAROŠINCE,KIDRIČEVO,21,5,,,1/1,,1877,,,556190.52,143059.28,2024
815798,460,DRAVCI,VIDEM,318/2,5,,,1/1,,2980,,,572475.09,135181.15,2024
815798,460,DRAVCI,VIDEM,319/3,7,,,1/1,,26897,,,572680.09,135110.93,2024
815798,460,DRAVCI,VIDEM,319/1,7,,,1/1,,7002,,,572583.37,135158.98,2024
815798,460,DRAVCI,VIDEM,319/2,7,,,1/1,,2065,,,572593.13,135091.84,2024
815798,460,DRAVCI,VIDEM,317/1,9,,,1/1,,14502,,,572589.98,135233.88,2024
815798,460,DRAVCI,VIDEM,317/3,7,,,1/1,,6191,,,572426.07,135231.94,2024
815798,460,DRAVCI,VIDEM,374,7,,,1/1,,1482,,,572775.01,135161.5,2024
815888,166,LENDAVA,LENDAVA,5942/1,8,1,20,1/1,,607,,,612560.47,158659.5,2024
815888,166,LENDAVA,LENDAVA,5942/2,5,,,1/1,,85,,,612592.96,158634.53,2024
815806,1523,ŠTREKLJEVEC,SEMIČ,510/8,3,,,1/1,,448,,,516661.4,59852.08,2024
815859,696,SPODNJE HOČE,HOČE-SLIVNICA,660,5,,,1/1,,590,,,549473.91,151219.6,2024
815859,696,SPODNJE HOČE,HOČE-SLIVNICA,672/3,5,,,1/1,,136,,,549483.26,151199.15,2024
815868,1257,BIZELJSKO,BREŽICE,7,9,,,1/1,,12765,,,551709.46,100784.52,2024
815868,1257,BIZELJSKO,BREŽICE,17,9,,,1/1,,7251,,,552024.6,100867.47,2024
815882,1751,TACEN,LJUBLJANA,395/5,5,,,1/1,,856,,,458392.15,109091.48,2024
815890,680,TEZNO,MARIBOR,1112/4,5,,,1/1,,140,,,550757.45,154722.32,2024
815890,680,TEZNO,MARIBOR,1112/6,5,,,1/1,,60,,,550750.09,154720.51,2024
815892,522,SPODNJI ŽERJAVCI,LENART,409/7,2,,,1/1,,813,,,564483.9,161931.18,2024
815710,2715,CETORE,IZOLA,1848/1,9,,,1/1,,618,,,397634.01,43017.6,2024
815710,2715,CETORE,IZOLA,1847/2,9,,,1/1,,580,,,397644.91,43048.79,2024
815710,2715,CETORE,IZOLA,1849/2,9,,,1/1,,1580,,,397656.11,43047.05,2024
815721,2135,DRULOVKA,KRANJ,388/30,3,,,1/1,,44,,,451343.59,119981.33,2024
815723,2100,KRANJ,KRANJ,543/2,9,,,1/1,,692,,,449342.21,125295.38,2024
815723,2100,KRANJ,KRANJ,543/1,9,,,1/1,,850,,,449354.49,125167.38,2024
815726,1269,PIŠECE,BREŽICE,383/6,7,,,1/1,,486,,,550604.07,95797.96,2024
815726,1269,PIŠECE,BREŽICE,383/3,7,,,1/1,,1202,,,550593.76,95808.08,2024
815757,307,KAJŽAR,ORMOŽ,*59,5,,,1/1,,82,,,594060.32,147275.5,2024
815775,694,ROGOZA,HOČE-SLIVNICA,399/7,3,,,1/1,,487,,,552390.78,151343.41,2024
815783,1845,MORAVČE,LITIJA,180/3,5,,,1/1,,658,,,497904.42,94786.78,2024
815783,1845,MORAVČE,LITIJA,177/9,5,,,1/1,,57,,,497892.47,94817.42,2024
815783,1845,MORAVČE,LITIJA,180/4,7,,,1/1,,14031,,,497875.66,94718.94,2024
815783,1845,MORAVČE,LITIJA,180/2,5,,,1/1,,810,,,497887.1,94765.32,2024
815785,1696,RUDNIK,LJUBLJANA,2406/22,3,,,1/1,,395,,,464250.72,98949.23,2024
809936,1142,TRATNA,ŠENTJUR,1462/2,7,,,1/1,,705,,,534560.68,117491.28,2024
809936,1142,TRATNA,ŠENTJUR,1459,7,,,1/1,,3456,,,534517.1,117575.18,2024
809936,1142,TRATNA,ŠENTJUR,1461/2,7,,,1/1,,2992,,,534518.53,117509.16,2024
809936,1142,TRATNA,ŠENTJUR,1460,7,,,1/1,,651,,,534453.08,117525.02,2024
809941,276,RAZKRIŽJE,RAZKRIŽJE,143,9,,,1/1,,3131,,,598015.88,155485.85,2024
809943,1563,VINICA,ČRNOMELJ,1308/1,7,,,1/1,,849,,,520354.21,36468.18,2024
809943,1563,VINICA,ČRNOMELJ,1308/2,7,,,1/1,,432,,,520371.08,36465.07,2024
809943,1563,VINICA,ČRNOMELJ,1386/1,7,,,1/1,,335,,,520415.72,36562.09,2024
809991,1581,LIVOLD,KOČEVJE,2929,3,,,1/1,,191,,,490633.25,53634.69,2024
809991,1581,LIVOLD,KOČEVJE,2937,3,,,1/1,,115,,,490622.31,53621.29,2024
809991,1581,LIVOLD,KOČEVJE,2928,7,,,1/1,,133,,,490642.16,53624.28,2024
809991,1581,LIVOLD,KOČEVJE,2936/1,3,,,1/1,,708,,,490598.18,53604.92,2024
809991,1581,LIVOLD,KOČEVJE,2936/2,3,,,1/1,,310,,,490568.12,53585.98,2024
809991,1581,LIVOLD,KOČEVJE,*151/2,3,,,1/1,,136,,,490520.12,53547.01,2024
809991,1581,LIVOLD,KOČEVJE,2934/1,3,,,1/1,,618,,,490532.8,53559.43,2024
809991,1581,LIVOLD,KOČEVJE,4090/10,7,,,1/1,,97,,,490625.19,53628.96,2024
809991,1581,LIVOLD,KOČEVJE,2934/2,3,,,1/1,,120,,,490552.94,53575.33,2024
810001,2073,DANJE,ŽELEZNIKI,*59,5,,,1/1,,334,,,426271.37,121603.68,2024
810017,1300,BREŽICE,BREŽICE,2302,2,,,1/1,,670,,,546262.97,85823.32,2024
810030,1105,ŠKALCE,SLOVENSKE KONJICE,1569/1,1,,,1/1,,2000,,,533261.59,134071.9,2024
810033,1076,MEDLOG,CELJE,71/34,5,,,1/2,,805,,,517900.95,125074.57,2024
810038,2158,MOŠNJE,RADOVLJICA,313/2,9,,,1/1,,1774,,,439643.63,132513.65,2024
810038,2158,MOŠNJE,RADOVLJICA,314/2,9,,,1/1,,7345,,,439633.56,132603.88,2024
810046,2160,LJUBNO,RADOVLJICA,48,2,,,1/1,,116,,,441876.85,130690.82,2024
810046,2160,LJUBNO,RADOVLJICA,40/1,2,,,1/1,,107,,,441874.02,130675.76,2024
810047,955,BEVČE,VELENJE,400/2,5,,,1/1,,209,,,511347.61,135689.64,2024
810047,955,BEVČE,VELENJE,400/3,5,,,1/1,,433,,,511347.06,135713.13,2024
810047,955,BEVČE,VELENJE,400/11,5,,,1/1,,140,,,511336.44,135696.77,2024
810047,955,BEVČE,VELENJE,400/8,5,,,1/1,,36,,,511341.47,135700.72,2024
810047,955,BEVČE,VELENJE,404/4,5,,,1/1,,33,,,511348.28,135678.9,2024
810047,955,BEVČE,VELENJE,400/13,5,,,1/1,,37,,,511337.42,135726.5,2024
810059,2606,SEMEDELA,KOPER,544/13,5,,,1/2,,224,,,399859.14,45060.95,2024
810077,1703,JEZERO,BREZOVICA,758/1,9,,,1/2,,10380,,,456565.45,91188.11,2024
810077,1703,JEZERO,BREZOVICA,758/3,9,,,1/2,,5190,,,456530.93,91136.2,2024
810086,1886,ZAGORJE MESTO,ZAGORJE OB SAVI,1556/4,5,,,1/1,,21,,,500350.65,110239.78,2024
810089,1756,ČRNUČE,LJUBLJANA,247/49,5,,,1/1,,70,,,463243.35,107397.53,2024
810094,53,BODONCI,PUCONCI,430/1,3,,,1/1,,1280,,,583232.85,178197.89,2024
810094,53,BODONCI,PUCONCI,430/2,5,,,1/1,,1656,,,583234.74,178233.17,2024
810128,97,MOTVARJEVCI,MORAVSKE TOPLICE,2310/2,7,,,1/1,,200,,,602104.16,174081.57,2024
809915,2605,KOPER,KOPER,327/2,5,,,2/3,,62,,,401126.21,46173.32,2024
810003,2616,PODPEČ,KOPER,3686,5,,,1/3,,61,,,415324.23,44094.93,2024
809685,264,RADOMERJE,LJUTOMER,279/4,7,,,1/1,,63,,,590385.56,151311.98,2024
809690,1675,GRAHOVO,CERKNICA,1850/1,9,,,3/367,,21962,,,454530.27,70862.52,2024
809690,1675,GRAHOVO,CERKNICA,1850/2,9,,,3/367,,479,,,454727.95,70915.6,2024
809690,1675,GRAHOVO,CERKNICA,1946/12,5,,,3/367,,1398,,,453829.61,70827.65,2024
809690,1675,GRAHOVO,CERKNICA,1946/13,5,,,3/367,,720,,,453843.55,70813.53,2024
809690,1675,GRAHOVO,CERKNICA,2093/2,5,,,3/367,,665,,,453398.64,71055.16,2024
815886,635,BRESTRNICA,MARIBOR,274/6,7,,,1/1,,237,,,545648.52,159074.93,2024
